sentiment,content
1,support jessicastrust trust honor mom support matternal health happy mom day http bit ly bpekk
0,hereprettykitty mustv e read mind going thunderstorming pick boy bus stop
1,blooddrunk sick totally getting gh5 bad guy get play boston
0,overshoottv thx old computer here slow kubuntu blender really
0,im sooo sore back hurt leg weak im dehydrated go set mom furniture gay
0,beckyhope ahh yeah get mean alevel retake exam day gig yah im pretty stressed
0,mfarrugia never good platform game
0,reemerband hiyaa tour really disappointed make hope dandy xxxxxxxx
0,checking ciege cagalawan s s s collection regretting see collection tonight got invite
0,ugh still sick calgary cold lasted forever
0,sick tired rain
1,ingegoesbroadwa sound like great time
0,analystalterego bad news go take dog walk they re upset w me
1,davidarchie shoping till drop david haha enjoy day
0,ladydutchess awww mish u ladie whats good
0,omg taylor selena broke sooo sad aw think actually like selena now poor gal
0,still awake smh suck
1,
1,tegs03 bahah would really funny would really cut haha
1,achurches yes bag goody lol
1,way home aloha good night everyone
0,corona bad craving mexican pastry go uptown get
1,movie pretty interesting actually gonna finish watching it probably seeing star trek tomorrow lt 3 zq lol
0,jennjolie yep b automatic u fall someone person 2 or smthng like that way suck
0,banged elbow bleeding owwiee
1,afrykah heyyy girl havent tweeted u week hope well
0,beltranm hello late playing internet love you
1,hurray quot summer time quot start today meaning work pm instead 4 30 august yay
0,saresa feel pain
1,barrymanilow eh barry lol tweet deck like prehistoric lol
1,gowalla added spot memphis today visited 2 needed hot dog icon new restaurant settle hamburger
1,cha_rade oh economy gotcha sorry happy got another one la enjoy socal ahahaay lol
0,time fly and never got right oh why
1,amazing brand new pari neb broke go figure weekend look like getting another one next week sigh
0,philiphotchkiss sorry see twitter user named tomclain
1,got rite ear peirced brother got first peircing left ear also got new septum bar one black c bar ball
0,friend got mugged morning
0,risk sounding like whiny child gotta say i wanna go hoooooooooooomeeeee ugh
0,watched terminator cried one movie make cry reason arnie dy im lame
0,pristina hide berry like slave regularly today caught massa amp im def light enough juice pouring slave
1,paul scanlon sharing god s word morning sounding bit hoarse perhaps touch cold hold pastor back
0,lilayy here like know there s people worse life wish could go back change aspect life
0,heart_song glad wondrous beltaine mine quiet yet sync season miss all
0,still pool key wth even hot today
1,wah american chocolate cheese cake chweet mummy muaxxx
0,storm electricity gone
1,gorgeousgg yup even though lil rainy lol hope ya good day
0,well only one week left holiday sad sad
1,dannisaywhat lol kk sent u friend request
1,putitonmyvisa haha nice heard sweet hotel another note good game last night
1,star trek good time
0,feel like failure morning
1,justinsxe woot woot super cool
1,hoptonhousebnb sorry meaning complain feeling rough heat getting tonight would love visiting india though
1,come join fun first pitch legend game may 16th pm http tinyurl com 6nkpuz
1,fun bacontaco night
1,lovely one waking
1,greatkingrat hey forgot that ask steve take mine mate look like liam shameless
0,
1,davidarchie tweet sooo much you gahd hahaha
0,tyefighter sell guitar hero ps3 fund splitting ex
1,headache gone thank god time tea think
1,buffalokid thanks feedback surreal life surreal oil
0,sad leave beautiful apartment
0,davidarchie listening album youtube awesome can t buy
0,pretty cold outside today got another exam
1,davidarchie ok david talk later great dayyyy ay ay ay ay
0,can t believe peeling one half day sunshine
0,david_henrie wat u mean killed yes im sure lady gaga awsome
1,happy star war day may 4th
0,sassyback right karla best movie made
1,headgeek666 watched standard dvd 3d version blu uk yet 3d effect best seen home system yet titty 3d
1,thirtysix funnily enough roland president social club
1,themakeupmuse definitely make up challenged so curling lash tined moisturiser tip come glossary
1,even though already monday thanks followfriday complement know are
1,hobbz really think awesome discus
0,mommasalty that s miserable afterparty report
0,waiting someone s sm week nearly month
0,sorry hard finding imeem free stuff rb deesound like david starfire like a http blip fm 7a9fu
1,spinallhead bom dia uï ½tisson
0,plan evening dinner shopping dress shirt watching up going bed plan saturday funeral friend
0,misskellyo wish could eat
0,laydieluck777 damn real sorry hear
1,debpenner deb looking forward exploring simple ology mark joyner back hour
1,http twitpic com 4wdgr yay blonde again feel girly
0,stay away home since part india dnt hav gud wireless internet im fucked
0,celestialbeard http ten com au good news week htm lt it definitely nothing christian
1,yeah going makati cinema square dad later haha
0,jessereed u watch day earth stood still u see bye u got d c im sad left ur gone ily lt 333
1,hello everyone im sitting rocking sam air best classic rock station twitter
0,want go home senior
1,sethu_j 4ever man aswell love now want gossip girl too decided summer spending lot
1,cc_chapman whuffaoke night acdc gillette stadium
0,woodywoodford unfortunately leave house time
1,great motorcycle ride along hood canal gig harbor today warm great sunshine stunning day
0,happy mother day u mother happy mother day mother miss mom
0,valerierenee bad day
1,dhughesy host next logies laughed bit really
0,really wanted job
1,jonathanrknight btw still can t believe awesome newjabbakidz performance wa u mask i screamed pc
1,hivemindmovie miss fizzy duck love hive mind
1,
1,finally eating unagi saving while udon agh realized band playing bear garden today one like
1,iamtam light concern me lol stay safe
1,
1,tracey1972 morning babe plan overdoing today lol hope rest amp put foot up xxxx
0,rain drop keep falling head
0,jimmyheartcore awwwww snaaaap jimmaaayy man hookup bad far away
1,pinkbunny69 aww hope uve hada good day xxxxx
0,ache amp chill joined party cold go away get worse
1,
0,jason_inc sound good still like friday although mean go work tomarrow
0,brighter note still work 6 15 friday working people problem oh man eating pizza tonight hoorah
0,god opened cloud said hate josh
1,blokeslib absolutely quot his view quot section site know busy welcome guest post
0,sars really got down
0,today last day high school ended going home sick stupid dead rat
0,anyone else bad friday fun day today
0,thespencersmith part religion called people with good taste in music celebrate jonas brother day
0,rakka oh no gonna break w your ups guy move
0,glowing face complexion always pale
0,wow woke read drew blog oh man im seriously cry right
1,one greatest day ever spent whole day besties amp celebrated installs friend love oh much lt 3
1,professorspork actually envy even though already seen it good
1,beautiful morning mountain
0,mareyachristina nope bored hungry
1,happy monday twishers passing coffee
1,want greet mom s happy mother day may enjoy day
0,0omiriamo0 like idea going cinema monday
1,jimhunt smile one avatar permanent condition
0,again wish could share problem someone
1,birthday happy birthday me
1,jonas absolutely heartwarming now time bed goodnight jonasbrothers
1,rupert_grint dog thingy adorable golden retriever would awesome husky too x
0,ksdaisy aw poor thing
0,nothing like yoga clear mind make realize crappy thing really
0,wanted sleep friend denmark poked im
1,ok happy star war day everyone say may 4th
0,following twittbitch cause gerhemi ordered
1,meant say yardhouse waikiki lilredbow s bday djjmytaco mixmasterb mcfloppyears she dj amp dozen others
0,gfalcone601 little girl bgt sad cried lol xxxxxxxxxxxxxxxxxxx
1,marisette weird maybe update sent phone haha
1,love creditcard sized memory stick microsoft keep sending
1,
0,driving work running late like always time starbucks
0,must weather b nice bad minute
0,
1,thank proving point
0,cause missed lot class
1,
0,moonfrye working extra hour
0,saw baby dove fall tree break neck die tried save couldnt cruel world
0,
0,renegadepr cool looking forward san francisco really nice make napa though maybe next time
1,iliveinbetween graduate 9am sunday june 14th
1,lucykd lmao im joking mate
0,smileitsbubbles yo name girllll
1,elephatt lol thanks you nice meeting aswell looking forward tweetversation
1,omg finished history childrens book need make pretty print im done whoo
0,trending topic twitter used useful like middle schoolers passing around note cause class boring
0,nicole531 http twitpic com 5rylt ur lucky there stage close theem think dangerous
1,work last day get walk around out process happy one step closer really want do 2
0,
0,looking window depressing beautiful
1,dear journal sex earl tonight amazing thirty second life
1,rainbowsuicide show show me
1,haha overheard u yrold mom quot mom think learn read today quot
0,bragging kitten cuteness cat never came home wanna throw
1,im full subway bomb waiting 2nd shift start
0,smartie999 that s good day
1,gift myself published episode align re align sensitivity level 1 2 min yoga class http bit ly 8qagh
0,skewp420 miss baby together haha dreading taking kennel
0,weewifie1981 lol staying in craig got footy molly missing good weather buggy either
1,ready celebrate weekend oh wait minute
0,omg tink cuming bckkk
1,going home now seen new twitter design quite heavenly it
0,darn dont guitar tomorrow
0,
1,heading kitsilano bbq weather b e a utiful x
0,jimithy1 can t come msbj lt 3
1,nick_carter gotta make video public dear lol can t see it
0,suzydunkley sorry bout cat
